UUID,Display Name,Match Result Key,disp,targetMainNaics,Categories,Al Lna Ics,Industries,Ma Inna Ics,Naic Sse Ctor,Main City,Pi I,Displayname2,Pi I2,Display Nam E3,Pi I3,Main Address,It Spend Industry I Dc,Emails
268b7625-d2df-4c24-bd02-eaec8471271b,Double Eye Farm INC,;DOUBLE EYE FARM;;;OJO CALIENTE;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Ojo Caliente,FALSE,Sanford Bottino,TRUE,,,,Process: Consumer products,
26cf702e-856d-448d-8da5-e149c6a6b1b4,J G Farms INC,;JEFF HAYS;;;PORTALES;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Portales,FALSE,Jeff Hays,TRUE,,,,Process: Consumer products,
270a22ec-4bb6-437f-83dc-8077f86efae3,T&P Farms,;PERRY CHARTER;;;ARBUCKLE;CA;;;,precedence,11,3,48412;111998;111999,2,111998,Agriculture,Arbuckle,FALSE,T And P Farms,FALSE,Tom Charter & Perry Charter Ptr,partial,,Process: Consumer products,
271c3d61-9f19-4f31-95b2-47edaddaf196,Oppliger Family LTD,;OPPLIGER FAMILY;;;CLOVIS;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Amarillo,FALSE,Oppliger Farms,FALSE,,,,Process: Consumer products,
271ec0b3-ed57-4fd4-9b0d-7b4cfef120a2,Lisa Walker,;LISA WALKER;;;DORA;NM;;;,,11,2,1121;11112,2,11112,Agriculture,Dora,TRUE,,,,,,Resource Industries,
274af6c5-392d-4f20-a3e0-8bdb074b6644,"Ocean State Fisheries, INC.",";OCEAN STATE FISHERIES,.;;;NARRAGANSETT;RI;;;",precedence,541,2,114111;541715,2,114111,Agriculture,Narragansett,FALSE,,,,,,Resource Industries,
2a866341-17d5-4415-b809-598f8b0397e1,Legacy Dairy,;LEGACY DAIRY;;;TULARE;CA;;;,precedence,11,2,112120;11112,2,112120,Agriculture,TULARE,FALSE,,,,,,Resource Industries,
2bc24302-cf2b-443c-a16c-c3ffea18499d,Lazy D Farms LLC,;LAZY D FARMS;;;CLOVIS;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Clovis,FALSE,,,,,,Process: Consumer products,
2bc2f508-9485-4fb4-b0f5-b953e5289bc2,Otto & Sons INC,";OTTO & SONS,.;;;FILLMORE;CA;;;",precedence,11,2,48412;111421,2,111421,Agriculture,Fillmore,FALSE,"Otto & Sons, INC.",FALSE,Otto And Sons Inc,FALSE,,Resource Industries,
2c063d87-3bee-4a9e-b39b-8d71bdad18ab,Corey Jones,;COREY JONES;;;RUIDOSO;NM;;;,precedence,11,3,11112;11199;812111,2,11199,Agriculture,Ruidoso,TRUE,,,,,,Process: Consumer products,
2c56553a-b230-4cfc-921e-d69f94a2f9e5,Maiorino Farms,;MAIORINO FAMILY FARMS LP;;;FIREBAUGH;CA;;;,precedence,11,3,111999;11112;112519,2,111999,Agriculture,Firebaugh,FALSE,Maiorino Family Farms LP,FALSE,,,,Process: Consumer products,
2c864d48-33c0-4727-9a96-8717c6a69264,Tri-T Farms,;TRI-T FARMS;;;Visalia;CA;;;,precedence,11,3,48412;11112;111999,2,111999,Agriculture,Visalia,FALSE,,,,,,Process: Consumer products,
2cb15f5d-c696-42de-9d7c-f45d72c00361,"T-Bar Dairy, Barcellos Farms, White Gold Dairy, And Oak Valley Farms",";T-bar Dairy, Barcellos Farms, White Gold Dairy, And Oak Valley Farms;;;Porterville;CA;;;",precedence,11,2,112120;111999,2,111999,Agriculture,Porterville,partial,,,,,,Process: Consumer products,
2d19322d-1be8-4e82-9284-9ff71975622d,Country Gas OF Farmington INC,;WENDELL NICHOLSON;;;FARMINGTON;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Gallup,FALSE,Wendell Nicholson,TRUE,,,,Process: Consumer products,
2d9046b9-4ec8-4bb7-b4bf-6bd6563b71f9,Juan Amparan,;JUAN AMPARAN;;;Los Banos;CA;;;,,11,3,11241;11112;11293,2,11241,Agriculture,Los Banos,TRUE,,,,,,Resource Industries,
0088fb97-ea0c-460e-ad0d-b8cce33206b5,Societe Andre ET Yves Archambault INC.,;YVES ARCHAMBAULT;;;BONSECOURS;QC;;;,precedence,45,5,113310;454310,2,113310,Agriculture,Bonsecours,FALSE,Societe Andre Yves Archambault,partial,Transports Yves Archambault INC.,FALSE,,Resource Industries,
008e2788-957b-4ed0-aadf-a7f8d000df31,"Kimsey Run Poultry Farm, INC.",";KIMSEY RUN POULTRY FARM,.;;;BAKER;WV;;;",precedence,11,2,111999;1123,2,111999,Agriculture,Baker,FALSE,,,,,,Process: Consumer products,
0094c29c-8141-4e65-85bf-19107e5f474e,Larry D Sands,;LARRY D SANDS;;;ELEVA;WI;;;,,11,2,212398;111120,2,111120,Agriculture,Eleva,TRUE,,,,,,Resource Industries,
00960963-72b0-48e4-a662-dbd364d99f60,Whiting & Warren Farms INC % Chad,;WHITING & WARREN FARMS INC % CHAD;;;Mapleton;UT;;;,precedence,11,2,111999;112410,2,112410,Agriculture,Mapleton,FALSE,,,,,,Resource Industries,
009c5e60-5f3d-443f-8403-333c0afe6d34,Dwight Stansel Farm & Nursery,;DWIGHT STANSEL FARM & NURSERY;;5553 164TH ST;WELLBORN;FL;320 94;CA;;,precedence,11,2,444220;111421,2,111421,Agriculture,Wellborn,FALSE,,,,,,Resource Industries,
00a828b8-638b-45fb-9629-c509fd4c09ca,"Foster, Oliver",";FOSTER, OLIVER,FOSTER;;;IGNACIO;CO;;;",precedence,11,2,532120;111999,2,111999,Agriculture,Ignacio,TRUE,Ollies Fowl Farm,FALSE,,,,Process: Consumer products,
00b013a9-605d-4d27-84e4-efcb3194226a,Richard Potratz,;POTRATZ FARMS;;;OMRO;WI;;;,precedence,11,3,111120;484239;111999,2,111999,Agriculture,Omro,TRUE,Potratz Farms,FALSE,,,,Process: Consumer products,
00b84c0e-290b-43df-8bc3-57e52c3f6ca2,Willowsford Conservancy,;WILLOWSFORD CONSERVANCY;;;ASHBURN;VA;;;,alwayssecondary,11,2,111999;813410,2,111999,Agriculture,Ashburn,FALSE,"Willowsford Conservancy, Inc.",FALSE,Willowsford Cares,FALSE,,Process: Consumer products,
00be4613-33b6-4622-8822-1a4241297631,Rodeo For A Reason INC,;RODEO FOR A REASON;;;AUBREY;TX;;;,alwayssecondary,11,2,813319;115210,2,115210,Agriculture,Aubrey,FALSE,Rodeo For A Reason,FALSE,,,,Professional Services,
2de72460-390d-49a8-a8f3-431c72779e68,Lieb Farms INC,;LIEB FARMS;;;PORTALES;NM;;;,precedence,11,3,111999;11112;48412,2,111999,Agriculture,Portales,FALSE,,,,,,Process: Consumer products,
2f7273b3-1ab9-4bc7-9675-32d7c2041919,Not Applicable,;WM FARMS;;;ROSWELL;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Roswell,FALSE,WM Farms,FALSE,,,,Process: Consumer products,
3006cc9b-0c60-4508-9068-48ec3130ef3f,Cumberland Farms INC,;CUMBERLAND FARMS INC;;;COVENTRY;RI;;;,precedence,11,2,111999;4471,2,111999,Agriculture,Coventry,FALSE,,,,,,Process: Consumer products,
312494a6-d72f-4db2-a36c-2480ea678d99,Jesus A Acosta,;JESUS A ACOSTA;;;MESQUITE;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Mesquite,TRUE,J A Farms,FALSE,,,,Process: Consumer products,
31a677ad-0722-4e29-bbc5-5f5d819f2b5c,Helmer Land & Cattle INC,;HELMER LAND & CATTLE;;;CLOVIS;NM;;;,precedence,11,2,11112;48412,2,11112,Agriculture,Clovis,FALSE,Helmer Land And Cattle INC,FALSE,Helmer Cattle INC,FALSE,,Resource Industries,
31b22be0-506c-41a6-a9ea-37f4c58651d2,Marty Franzoy Farms,;MARTY FRANZOY FARMS;;;HATCH;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Hatch,partial,David B Franzoy,TRUE,,,,Process: Consumer products,
3209f23b-b34a-441c-bd8f-58b0173ee86e,Jldees Enterprises,;JOSHUA DEES;;;CLOUDCROFT;NM;;;,precedence,11,2,48412;115310,2,115310,Agriculture,Cloudcroft,FALSE,Jldees Enterprise,FALSE,Joshua Dees,TRUE,,Professional Services,
32e51eb0-fbe3-4d6f-8e5e-6e28d3fcf91c,Frank Barcellos,;JERRY BARCELLOS;;;TIPTON;CA;;;,,11,2,11212;11112,2,11212,Agriculture,Tipton,TRUE,Jerry Barcellos,TRUE,Liduina Barcellos,FALSE,,Resource Industries,
33727ee5-6a80-4701-80c1-9b42845f52a1,Larkin Harman,;LARKIN HARMAN;;;DOS PALOS;CA;;;,precedence,11,3,111335;56299;11194,2,111335,Agriculture,Dos Palos,TRUE,,,,,,Resource Industries,
3380fd11-e84f-471b-ab01-2b2c80b961d8,Calif Dept OF Forestry & Fire Protc,;CALIF DEPT OF FORESTRY & FIRE PROTC;;;NAPA;CA;;;,precedence,9,2,11531;92216,2,11531,Agriculture,Napa,FALSE,,,,,,Professional Services,
33b27a07-7b18-4261-b569-5391bdf6bea8,Knute Kalfsbeek,;KNUTE KALFSBEEK;;;ARBUCKLE;CA;;;,precedence,11,3,56299;11112;111160,2,11112,Agriculture,Arbuckle,FALSE,Mary Kalfsbeek,FALSE,J T & K Kalfsbeek,FALSE,,Resource Industries,
33cfcace-d5b3-43df-8d7b-2272a255b6f2,Mary Ghilarducci,;ARTHUR GHILARDUCCI;;;BUTTONWILLOW;CA;;;,precedence,11,4,11192;111999;56299;11112,2,111999,Agriculture,Buttonwillow,TRUE,Sam Ghilarducci,TRUE,Arthur Ghilarducci,TRUE,,Process: Consumer products,
34443125-5c2e-4571-b180-a16675de50e8,Melo Farms LLC,;MELO FARMS LLC;;;TURLOCK;CA;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Turlock,FALSE,,,,,,Process: Consumer products,
348e13ff-3bc9-47f9-af06-2bbd24c19fe4,Masson Farms OF New Mexico INC,;MASSON FARMS OF NEW MEXICO;;;RADIUM SPRINGS;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Radium Springs,FALSE,,,,,,Process: Consumer products,
3579e1ba-a02e-4807-a93a-46b8e7c4e5f7,Dan Cassidy,;DAN CASSIDY;;;CLEVELAND;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Cleveland,TRUE,Cassidy Farms,FALSE,,,,Process: Consumer products,
360b0416-9ba2-4372-8924-39360183d798,Gary Justeson,;GARY JUSTESON;;;GRIDLEY;CA;;;,precedence,11,5,111999;11116;11112;111335;48412,2,11112,Agriculture,Gridley,FALSE,Gary N Justeson,FALSE,Patsy Justeson,FALSE,,Resource Industries,
37356920-d1cd-4c53-a672-0e42685d599e,Thomas Reese Farms,;THOMAS REESE FARMS;;;PLEASANT GROVE;CA;;;,precedence,11,2,111999;115310,2,111999,Agriculture,Pleasant Grove,partial,,,,,,Process: Consumer products,
377c67b9-9a52-4f17-8d36-5fc07a509795,Prado Farms,;ROGER M PRADO;;;BLANCO;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Blanco,FALSE,Roger M Prado,TRUE,,,,Process: Consumer products,
37e02703-83a9-4aca-9341-90a4accab02c,Jacobus De Groot Dairy,";JACOBUS DE GROOT DAIRY 1 & 2,JACOBUS DE GROOT DAIRY 1&2;;;VISALIA;CA;;;",precedence,11,2,11112;112120,2,112120,Agriculture,Visalia,partial,Jacobus DE Groot Dairy 1 & 2,FALSE,,,,Resource Industries,
3a042f46-d8a8-484f-b95a-d1f495e3b38e,Randy Monroe,;RANDY MONROE;;;RATON;NM;;;,,11,2,1121;11112,2,11112,Agriculture,Raton,TRUE,,,,,,Resource Industries,
3afdd1e1-e389-49de-aad8-2e8b4bf73630,P & D Dairy,;P & D DAIRY;;;Chino;CA;;;,precedence,11,2,11112;112120,2,112120,Agriculture,Chino,FALSE,,,,,,Resource Industries,
3c4023f2-ab82-4261-ae72-8d351f7b1d0e,Fred Oliveira,;FRED OLIVEIRA;;;DOS PALOS;CA;;;,precedence,11,2,11112;56299,2,11112,Agriculture,Dos Palos,TRUE,,,,,,Resource Industries,
00d1e2ac-cfaa-46dd-b31c-cc797affa431,Scpp Bahia DE Jitzamuri SC DE RL,;SCPP BAHIA DE SIALIBOCA;;;AHOME;MX-SI;;;,precedence,11,2,112511;114111,2,114111,Agriculture,Ahome,partial,Scpp Bahia Del Colorado SC DE RL,FALSE,Scpp Bahia Del Musico S DE RL DE CV,FALSE,,Resource Industries,
00d2e3fd-eab2-4ca0-950b-d55d486b607a,Idylwild Farms LLC,;IDYLWILD FARMS LLC;;;PILOT POINT;TX;;;,,11,2,111999;812910,2,111999,Agriculture,Pilot Point,FALSE,,,,,,Process: Consumer products,
00e745b9-677a-4846-ab0a-fd06c18fbb20,Stephanie Lynn Carroll,;STEPHANIE LYNN CARROLL;;;Lipan;TX;;;,,11,2,112410;111999,2,111999,Agriculture,Lipan,TRUE,Mended Faith Farm,FALSE,,,,Process: Consumer products,
00ecd9aa-f094-495c-a5d2-1e3f68894b3d,Beehive Elementary,;Beehive Elementary;;;West Valley City;UT;;;,precedence,61,2,611110;112910,2,112910,Agriculture,West Valley City,FALSE,,,,,,Resource Industries,
00fc0b9e-1576-49cc-b43d-71f2d03aa0db,Mcdowell Valley Farming LLC,;MCDOWELL VALLEY FARMING LLC;;;HOPLAND;CA;;;,precedence,11,2,115112;111999,2,115112,Agriculture,Hopland,FALSE,,,,,,Professional Services,
0104148b-42e5-4596-be58-4b04e7c4b60d,Conrad Van Hierden Farmer,";VAN HIERDEN, CONRAD G,VAN HIERDEN;;311 23;FORT MACLEOD;AB;FORT MACLEOD;AB;;;",alwayssecondary,11,2,111999;813110,2,111999,Agriculture,Fort Macleod,partial,Tracey Van Hierden-Websdale,partial,Ryan Van Hierden,partial,,Process: Consumer products,
23240b1a-208d-4fd2-b162-dd4eb6e07cd1,Floridian Farms,";SENAY FARMS,;;;ORLANDO;FL;;;",precedence,11,2,111999;115115,2,115115,Agriculture,Orlando,FALSE,"Senay Farms, LLC",FALSE,,,,Professional Services,
0112f4f5-edf7-4da7-932a-e8a0214400f9,Secchiaroli Farm,";A. SECCHIAROLI & SONS,.,SECCHIAROLI & SONS;;;WATERFORD;CT;;;",precedence,11,2,112210;562119,2,112210,Agriculture,Waterford,FALSE,"A. Secchiaroli & Sons, INC.",FALSE,"A. Secchiaroli And Sons, INC.",FALSE,,Resource Industries,
011b3726-d965-4719-8b64-9b175a846f78,F A Monterrey Pte Olivo,";F A MONTERREY PTE AZTLAN,FA MONTERREY PTE AZTLAN;;;MONTERREY;MX-NL;;;",precedence,11,3,111999;311812,2,111999,Agriculture,Monterrey,partial,F A Monterrey Pte San Jose,TRUE,F A Monterrey Pte Aztlan,partial,,Process: Consumer products,
012dafd5-5f59-46a6-a8dd-c027fad73565,Freeman Forestry LLC,;FREEMAN FORESTRY;;;SALIDA;CO;;;,precedence,11,2,113110;115310,2,115310,Agriculture,Salida,FALSE,,,,,,Professional Services,
012de644-b19a-4f19-bf76-cf5666fa2656,"Alamo Farms, INC.",;ALAMO MICRO FARMS;;;SAN ANTONIO;TX;;;,precedence,11,3,111999;44422;444220,2,111999,Agriculture,San Antonio,FALSE,Alamo Micro Farms LLC,FALSE,,,,Process: Consumer products,
013a5563-8c04-4630-a094-9e8a3195f9b1,Port-A-Pen Kennel Systems,;PORT-A-PEN KENNEL SYSTEMS;;;NEWMARKET;ON;;;,precedence,812,3,115210;812910;115112,2,115210,Agriculture,Newmarket,partial,Portapen Kennel Systems,FALSE,,,,Professional Services,
3ce047d0-cb36-404e-bd10-d1d676d085a0,Barnes And Berger,;BARNES AND BERGER;;;BLYTHE;CA;;;,precedence,11,2,111920;115113,2,115113,Agriculture,Blythe,FALSE,,,,,,Professional Services,
3d238d2c-1930-462e-8f1d-8e63fd0e7635,Newland Family Farms,;NEWLAND FAMILY FARMS;;;Willows;CA;;;,precedence,11,3,48412;111999;11112,2,111999,Agriculture,Willows,FALSE,,,,,,Process: Consumer products,
3e8bf81d-cc81-4d66-871d-cbb3154d5e2b,Jose M Maritorena INC,;JOSE M MARITORENA INC;;;Bakersfield;CA;;;,precedence,11,2,11112;11241,2,11112,Agriculture,Bakersfield,FALSE,,,,,,Resource Industries,
3eb4f958-f5b3-4b86-928b-11bed1d8aa2d,Nick Leyendekker,";NONNING LEYENDEKKER AND DIANA A. LEYENDEKKER AS CO-TRUSTEES OF THE NONNING LEYENDEKKER AND DIANA A. LEYENDEKKER REVOCABLE TRUST OF OCTOBER 20, 1998,NONNING LEYENDEKKER AND DIANA A LEYENDEKKER AS CO TRUSTEES OF THE NONNING LEYENDEKKER AND DIANA A LEYENDEK",precedence,11,3,111998;56299;11112,2,11112,Agriculture,Tulare,FALSE,Hendrik Leyendekker,FALSE,Nonning Leyendekker,FALSE,,Resource Industries,
3ef304fc-d5f4-4537-b85e-2e7a844dede6,Summerland Farms INC,;SUMMERLAND FARMS;;;NEWHALL;CA;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Newhall,FALSE,,,,,,Process: Consumer products,
3fcddc18-fe24-4af9-80ae-c29d39d3dffe,Richard Iest Dairy,;TRI-IEST DAIRY;;;MADERA;CA;;;,precedence,11,5,112120;111998;11112;111999;111940,2,111998,Agriculture,Madera,FALSE,"Richard Iest Dairy, INC.",FALSE,Richard Iest,FALSE,,Process: Consumer products,
407b2a2b-82d6-440a-ae19-0c2a46a927ff,"Topanga Lumber & Hardware Co., Inc.",;TOPANGA LUMBER &AMP; HARDWARE;;;TOPANGA;CA;;;,precedence,51,2,111110;51912,2,111110,Agriculture,Topanga,FALSE,Topanga Lumber &Amp; Hardware CO INC.,FALSE,Topanga,FALSE,,Resource Industries,
40932004-7678-4ce9-93be-e70565b47dd7,Kpcl Radio,;KPCL RADIO;;;FARMINGTON;NM;;;,precedence,51,2,515112;111999,2,111999,Agriculture,Farmington,FALSE,Passion Radio,TRUE,"Voice Ministries OF Farmington, INC.",FALSE,,Process: Consumer products,
4198425e-c104-4ee5-8d36-53df4e8fa5da,"Dunlop Farms Cvs, Inc.",";DUNLOP FARMS CVS,.;;;WOONSOCKET;RI;;;",precedence,11,2,111999;446110,2,111999,Agriculture,Woonsocket,FALSE,Dunlop Farms Cvs INC,FALSE,Cvs/Pharmacy #2011 (Colonial Heights Ci),FALSE,,Process: Consumer products,
41b0e44c-cde4-4c3e-b14f-ef3e7414ad70,Cloer Hay Farm,;CLOER HAY FARM;;;BLOOMFIELD;NM;;;,precedence,11,2,111940;311119,2,111940,Agriculture,Farmington,partial,,,,,,Process: Consumer products,
42a4fa82-28c1-469e-81c3-504eb0cd439d,Ahlem Farms Partnership,;AHLEM FARMS PARTNERSHIP;;;Hilmar;CA;;;,precedence,11,3,111999;112120;11112,2,111999,Agriculture,Hilmar,FALSE,,,,,,Process: Consumer products,
4339e72e-fe79-4b3d-8e10-0b6b1d40d3f3,"Cipriani Farms, INC.",;CIPRIANI FARMS;;;DOS PALOS;CA;;;,precedence,11,3,11112;111999;56299,2,111999,Agriculture,Dos Palos,FALSE,Cipriani Farms,FALSE,West Ben INC.,FALSE,,Process: Consumer products,
44236404-9acb-4fec-90ed-6ffde33b6d7f,Blackburn Farms INC,;BLACKBURN FARMS;;;BROADVIEW;NM;;;,precedence,11,3,11112;111999;112111,2,111999,Agriculture,Broadview,FALSE,,,,,,Process: Consumer products,
44710067-65e9-4350-8474-fcf7bfc0693a,David Virgil Sowers,;DAVID VIRGIL SOWERS;;;CLAYTON;NM;;;,,11,2,11112;1121,2,11112,Agriculture,Clayton,TRUE,David Sowers,TRUE,,,,Resource Industries,
44e7d20e-6fbb-425c-bbfb-8b3f002db6ce,"Jamestown Oyster Bar, Inc.",";JAMESTOWN OYSTER BAR,.;;;JAMESTOWN;RI;;;",precedence,7,2,722410;112512,2,112512,Agriculture,Jamestown,FALSE,"Jamestown Oyster Co., LLC",FALSE,,,,Resource Industries,
450f149c-6edc-4800-86cf-69f3aacccd52,Rafter F Farm And Ranch,;RAFTER F FARM AND RANCH;;;JARALES;NM;;;,precedence,49,2,493130;111999,2,111999,Agriculture,Jarales,FALSE,,,,,,Process: Consumer products,
455f6c4c-d3f8-4742-9008-000cde9a544a,Robert Gioletti & Sons Dairy INC,;ROBERT GIOLETTI & SONS DAIRY INC;;;Turlock;CA;;;,precedence,11,3,112120;112111;11112,2,112111,Agriculture,Turlock,FALSE,,,,,,Resource Industries,
45b8148e-6ffc-48d3-88e3-3d7a6f528b58,Jimeniz Farms,;JIMENIZ FARMS;;;CLOVIS;NM;;;,precedence,11,2,112990;111999,2,111999,Agriculture,Clovis,FALSE,,,,,,Process: Consumer products,
46ead946-338b-4f10-a3e8-553ffdf5f3a2,Carlos Bordayo,;CARLOS BORDAYO;;;PORTALES;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Portales,TRUE,Bordayo Farm,FALSE,,,,Process: Consumer products,
46fcf11e-b4e2-4ff4-84fe-108d8fd0514c,Rusty Stewart,;RUSTY STEWART;;;CAMARILLO;CA;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Camarillo,TRUE,Grey Fox Farm,partial,,,,Process: Consumer products,
474c3676-3b72-4139-9916-c5d36912d662,Terra Linda Farms,;TERRA LINDA FARMS;;;RIVERDALE;CA;;;,precedence,11,5,111998;112210;111999;11112;112111,2,111999,Agriculture,Riverdale,partial,Linda Terra Farms,partial,,,,Process: Consumer products,
475cc74d-a47a-4b03-88f1-2feed4f3462a,"Navajo Mesa Farms, L.L.C.",";NAVAJO MESA FARMS,.;;;FARMINGTON;NM;;;",precedence,11,2,48412;111999,2,111999,Agriculture,Farmington,TRUE,Navajo Mesa Farms,partial,,,,Process: Consumer products,
4787506b-7545-46fd-8585-03e8bde9d446,Joe Vitoria,;JOE VITORIA;;;GALT;CA;;;,,11,2,11112;112990,2,112990,Agriculture,Galt,TRUE,Joe Vitoria Dairy,partial,Joe/Teresa Vitoria,TRUE,,Resource Industries,
47ab0704-1201-45ef-ab6a-63b6c8b3bf29,Donahey Farms INC,;DONAHEY FARMS;;;TEXICO;NM;;;,precedence,11,3,11112;111999;48412,2,111999,Agriculture,Texico,FALSE,,,,,,Process: Consumer products,
47c15c8a-9085-425f-a951-fdb9eeac1636,Craig Grilione,;GRILIONE ENTERPRISES LP;;;HANFORD;CA;;;,precedence,22,2,221310;11112,2,11112,Agriculture,Hanford,FALSE,Monica Grilione,FALSE,Grilione Enterprises LP,FALSE,,Resource Industries,
47dd6610-f9c2-4d4d-9fdb-a63bc9bd0828,Adrian Nunes And Son Dairy-Farming,;ADRIAN NUNES AND SON DAIRY-FARMING;;;Tulare;CA;;;,precedence,11,4,111998;112120;11212;112111,2,112120,Agriculture,Tulare,FALSE,,,,,,Resource Industries,
480fc1f2-fb92-4770-8926-903621700e52,Slk Farming LLC,;SLK FARMING;;;STANLEY;NM;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Moriarty,FALSE,,,,,,Process: Consumer products,
4829af21-4037-4c6c-8e69-d24882d1b78b,Hydrangea Hill Farm LLC,;HYDRANGEA HILL FARM;;;N KINGSTOWN;RI;;;,precedence,11,2,111999;48412,2,111999,Agriculture,N Kingstown,FALSE,,,,,,Process: Consumer products,
48c87c6f-4e76-4caa-a107-d6298ae9c882,Madruga Farms,;LAWRENCE J MADRUGA;;;HANFORD;CA;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Hanford,FALSE,Lawrence J Madruga,TRUE,,,,Process: Consumer products,
4924e338-4f85-4fec-941f-5c43bc2d8421,Sours Ranch INC,;SOURS RANCH;;;GRADY;NM;;;,precedence,11,3,11112;111140;48412,2,111140,Agriculture,Grady,FALSE,,,,,,Resource Industries,
49d6db79-d881-4d86-842a-3be9fd4e9291,Alfred Soares,;ALFRED SOARES;;;CHOWCHILLA;CA;;;,,11,2,11212;11112,2,11212,Agriculture,Chowchilla,TRUE,Alfred Soares Dairy,partial,Alfred & Reis Soares,partial,,Resource Industries,
4a530902-a202-4853-a5d6-c8034ac010da,United States Forest Service - Six Rivers National Forest,;UNITED STATES FOREST SERVICE - SIX RIVERS NATIONAL FOREST;;;EUREKA;CA;;;,tofix,62,2,621910;115310,2,115310,Agriculture,Eureka,FALSE,,,,,,Professional Services,
4ab269b6-f174-40e5-8274-e4eb5c7bc9bf,Migliazzo & Sons Dairy,;MIGLIAZZO & SONS DAIRY;;;ATWATER;CA;;;,precedence,11,2,11112;11212,2,11212,Agriculture,Atwater,FALSE,Dante Migliazzo,TRUE,,,,Resource Industries,
4abd9ff0-8163-4b58-b1c6-e0b0b9a7a3d4,Philmar Dairy LLC,;PHILMAR DAIRY;;;PORTALES;NM;;;,precedence,11,2,11112;112120,2,112120,Agriculture,Portales,FALSE,,,,,,Resource Industries,
4adab970-1ba2-4a52-b2a0-9753ff168962,Dunlop Farms Cvs INC,;DUNLOP FARMS CVS;;;WOONSOCKET;RI;;;,precedence,11,2,111999;446110,2,111999,Agriculture,Woonsocket,FALSE,"Dunlop Farms Cvs, Inc.",FALSE,Cvs/Pharmacy #2011 (Colonial Heights Ci),FALSE,,Process: Consumer products,
4b46d39d-ac3a-4ec3-bf06-68c4bb2f620d,Van Exel Dairy,";H. & C. VAN EXEL 2002 TRUST,H&C VAN EXEL 2002 TRUST;;;LODI;CA;;;",precedence,11,2,11112;112120,2,112120,Agriculture,Lodi,partial,H. & C. Van Exel 2002 Trust,partial,,,,Resource Industries,
4b51f615-3df1-4a1a-a935-7f72fae75956,Gunnhill Farms LLC,;GUNNHILL FARMS;;;CHICO;CA;;;,precedence,11,3,111999;11421;111335,2,111999,Agriculture,Chico,FALSE,,,,,,Process: Consumer products,
4bc6b3af-ea89-4b0e-9c42-d20c3c3cc076,Jeff Perry,;JEFF PERRY;;;Hilmar;CA;;;,,11,2,115113;11114,2,115113,Agriculture,Hilmar,TRUE,,,,,,Professional Services,
4bd99d49-73c1-4808-be44-6b3bfc09b092,West Forest INC,;WEST FOREST;;;LINDSAY;CA;;;,precedence,561,2,115310;561730,2,115310,Agriculture,Lindsay,FALSE,,,,,,Professional Services,
4bddc4ad-a611-4e8e-b073-8f23f9f9f919,Rick Madariaga,;RICK MADARIAGA;;;WILLOWS;CA;;;,,11,2,11112;115113,2,115113,Agriculture,Willows,TRUE,Ricardo Madariaga,TRUE,Marianne Madariaga,TRUE,,Professional Services,
4be37cc0-3852-4259-84b5-8cd3bc7f8b59,Pirtle Farms Lllp,;PIRTLE FARMS LLLP;;;ROSWELL;NM;;;,precedence,11,2,48412;111999,2,111999,Agriculture,Roswell,FALSE,,,,,,Process: Consumer products,
2a05f052-8609-4a73-8a18-3f6b266843e6,All About Buildings & Structures INC,;RANDY WRIGHT CONSTRUCTION;;;AVON PARK;FL;;;,precedence,23,2,238990;111999,2,111999,Agriculture,Avon Park,FALSE,Randy Wright Construction INC,FALSE,All About Rental Buildings INC,FALSE,,Process: Consumer products,
015b4ff9-bad4-426c-9791-4815c3c67b2b,Frederick Atkinson,;FREDERICK ATKINSON;;;KINGDOM CITY;MO;;;,precedence,11,2,111999;48412,2,111999,Agriculture,Kingdom City,TRUE,Frederick K. Atkinson,TRUE,Fred Atkinson Farms,partial,,Process: Consumer products,
015e6aac-0e69-4d61-bc78-ebbd2fcbdb56,VM Farms,;VM FARMS INC;;488 WELLINGTON ST WEST SUITE 300;TORONTO;ON;M5V 1E3;CA;;,precedence,11,3,541611;541618;111999,2,111999,Agriculture,Toronto,FALSE,VM Farms INC,FALSE,VM Farms INC.,FALSE,,Process: Consumer products,
